Eyeplex Mall, Indian Embassy, Labim Mall, Kasthamandap Boutique Hotel, Lord Of The Drinks, Babar Mahal Villas, Santaneshwor Mahadev, City Centre, Arushi Boutique hotel, Nagpokhari, New Baneshwar, Swayambunath Temple, Military museum, Boudhanath Temple, Chisapani, The millionaire's club and casino, Jhamshikhel, Sherpa Mall, Garden Of Dreams, Royal Empire Boutique Hotel, Jamal, NewRoad, Naxal, Kamalpokhari, Thamel Market, Birendra Park, Bhaktapur Durbar Square, Durbar Square Patan, Kalikasthan Temple, Mahadevsthan Temple, Club Déjà vu, Tu Teaching Hospital, Nilbarahi, Kashmeeree jama masjid, Buddhanilkantha, Naya bus park, Narayanhiti palace museum, Chovar, British Embassy, Godawari, Purple Haze RockBar, Kathmandu Durbar Square, Bhasmashur Danda, Pilot Baba Ashram, Tribhuvan Internation Airport, Nagdaha, Om Hospital, RaniPokhari, Embassy of Japan, Royal Nepal Golf Course, Shankhadhar Park, SiddhaPokhari, National history Museum, Casino Mahjong, Bhadrakali Temple, Chandragiri Temple, Lazimpat, Casino Royale, Kasthamandap, Aviation Museum, Dharhara, Ason, Kathmandu Funpark, The last resort,,,,,,,,,,
National history Museum, Indian Embassy, Dhulikhel Zipline, NewRoad, Fulchowki, Kathmandu Boutique Hotel, Daman, Nagarkot, Kamalpokhari, Shankhadhar Park, Birendra Park, Pilot Baba Ashram, Bajrabarahi, Ratnapark, Casino place, Central Zoo, Nagdaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanhiti palace museum, Mahadevsthan Temple, Club Platinium, Naya bus park, Lord Of The Drinks, Ason, Naxal, Nagpokhari, Thamel Market, Sherpa Mall, Dharhara, Trisara, Kashmeeree jama masjid, Durbar Square Patan, Lazimpat, Central Zoo, Military museum, Casino Royale, Pashupatinath Temple, Nagdaha, Champadevi, Kathmandu Boutique Hotel, Casino Mahjong, Club Déjà vu, 1Durbar Mall, Shankhadhar Park, The last resort, Tribhuvan Park, Bhasmashur Danda, Kalikasthan Temple, Kasthamandap Boutique Hotel, Casino place, Babar Mahal Villas, Kathmandu Durbar Square, Changunarayan Temple, Jame Masjid, Embassy of Japan, Civil Service Hospital, Swayambunath Temple, Royal Nepal Golf Course, Sankha Park, Eyeplex Mall, Jhamshikhel, National museum, NewRoad, Whoopee land amusement park, Dhulikhel Zipline, Jawlakhel, RaniPokhari, Nepal mediciti Hospital, Civil Mall, Santaneshwor Mahadev, Nepal police hospital, Indian Embassy, Krishna Mandir, Suryabinayak Ganesh Temple, Embassy of Switzerland, US embassy, Gokarna Golf Course, Chandragiri hills, Birendra Park, Purple Haze RockBar, SiddhaPokhari, The millionaire's club and casino,,,,,,,,,,
Durbarmarg, Pashupatinath Temple, Changunarayan Temple, Kapan Gumba, Kalikasthan Temple, Lazimpat, Fulchowki, Pilot Baba Ashram, Godawari, British Embassy, The last resort, New Baneshwar, Royal Nepal Golf Course, Swayambunath Temple, Sukute Beach, Casino Royale, Durbar Square Patan, Embassy of Japan, Garden Of Dreams, Ratnapark, Royal Empire Boutique Hotel, SiddhaPokhari, City Centre, Kamladi Ganeshthan Temple, Civil Service Hospital, Embassy of Germany, Jawlakhel, Taudaha, Kathmandu Durbar Square, Boudhanath Temple, Bajrabarahi, Krishna Mandir, US embassy, Nagpokhari, Champadevi, RaniPokhari, Jame Masjid, Dhulikhel Zipline, Nagdaha, Casino place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daman, Mahadevsthan Temple, Nepal mediciti Hospital, Ratnapark, Shankhadhar Park, Jhamshikhel, US embassy, Naxal, Om Hospital, Chandragiri Temple, Bhaktapur Durbar Square, Maitidevi Temple, 1Durbar Mall, Godawari, Durbar Square Patan, City Centre, Royal Empire Boutique Hotel, Chovar, Civil Mall, Casino place, Dharhara, Purple Haze RockBar, The millionaire's club and casino, Bhadrakali Temple, Birendra Park, Kasthamandap, Nepal Pavillion Inn, Military museum, Labim Mall, Taudaha, Eyeplex Mall, Dhulikhel Zipline, Royal Nepal Golf Course, Nagpokhari, Sankha Park, Freak street, Kathmandu Durbar Square, Kathmandu Fun Valley, Ghantaghar, Kashmeeree jama masjid, Bhasmashur Danda, Buddhanilkantha, Indian Embassy, Chandragiri hills, Casino Royale, National museum, Trisara, Ason, New Baneshwar, The last resort, Nilbarahi, Arushi Boutique hotel, Garden Of Dreams, Kathmandu Boutique Hotel, Santaneshwor Mahadev, Pashupatinath Temple, Lazimpat, Lord Of The Drinks, Nagarkot, Club Déjà vu, Chisapani, Jamal, Embassy of Japan, Suryabinayak Ganesh Temple, Maya Manor Boutique Hotel,,,,,,,,,
Tu Teaching Hospital, Chandragiri Temple, Ratnapark, Shankhadhar Park, Bajrabarahi, Suryabinayak Ganesh Temple, NewRoad, Chovar, Bhadrakali Temple, Civil Mall, Sherpa Mall, Buddhanilkantha, Godawari, Pashupatinath Temple, Durbarmarg, Maitidevi Temple, Trisara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The millionaire's club and casino, Casino Royale, Nilbarahi, Trisara, Pilot Baba Ashram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Centre, Tribhuvan Park, Chisapani, Krishna Mandir, 1Durbar Mall, Labim Mall, Kamladi Ganeshthan Temple, Tribhuvan Internation Airport, Godawari, Kathmandu Boutique Hotel, Kamalpokhari, The last resort, National history Museum, Bhasmashur Danda, Aviation Museum, Ratnapark, Jame Masjid, Chandragiri hills, Nepal Pavillion Inn, Shivapuri, Club Déjà vu, Royal Nepal Golf Course, Taudaha, Lord Of The Drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Durbar Mall, Garden Of Dreams, Ason, Royal Empire Boutique Hotel, Indian Embassy, Kamladi Ganeshthan Temple, Lainchour, Chisapani, Civil Mall, Kashmeeree jama masjid, Gokarna Golf Course, Nagarkot, SiddhaPokhari, Changunarayan Temple, Labim Mall, Nepal mediciti Hospital, Bhasmashur Danda, British Embassy, Embassy of Germany, Shivapuri, Aviation Museum, Dhulikhel Zipline, Krishna Mandir, Bajrabarahi, Casino place, Birendra Park, Nepal Pavillion Inn, Chandragiri hills, Embassy of Japan, Casino Royale, Bhaktapur Durbar Square, City Centre, National history Museum, Nepal police hospital, Durbarmarg, New Baneshwar, Jawlakhel, Purple Haze RockBar, Taudaha, Boudhanath Temple, Sherpa Mall, Maya Manor Boutique Hotel, Lord Of The Drinks, Thamel Market, Fulchowki, Jamal, Om Hospital, Sankha Park, Tribhuvan Internation Airport, Jhamshikhel, Central Zoo, Kathmandu Funpark, Royal Nepal Golf Course, Suryabinayak Ganesh Temple, Pilot Baba Ashram, Daman, Narayanhiti palace museum, Swayambunath Temple, Eyeplex Mall, Sukute Beach, Freak street, Trisara, Naxal, Kathmandu Boutique Hotel, Ratnapark, Kapan Gumba, Chandragiri Temple, The millionaire's club and casino,,,,,,
Sukute Beach, Buddhanilkantha, Club Platinium, Central Zoo, Taudaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathmandu Boutique Hotel, Kathmandu Fun Valley, Embassy of Switzerland, Nagpokhari, Nagdaha, Boudhanath Temple, The last resort, RaniPokhari, Taudaha, Swayambunath Temple, Kamalpokhari, Tu Teaching Hospital, Bhaktapur Durbar Square, Maya Manor Boutique Hotel, Purple Haze RockBar, Jame Masjid, Kathmandu Funpark, Kapan Gumba, Eyeplex Mall, Jhamshikhel, Durbar Square Patan, Kashmeeree jama masjid, Bajrabarahi, Jawlakhel, Casino Royale, Club Platinium, New Baneshwar, Arushi Boutique hotel, Lazimpat, City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sukute Beach, Military museum, Chisapani, Lazimpat, Shivapuri, Ghantaghar, Kashmeeree jama masjid, Bhaktapur Durbar Square, British Embassy, Jhamshikhel, Whoopee land amusement park, SiddhaPokhari, Kathmandu Fun Valley, Kathmandu Durbar Square, Naxal, Kasthamandap, Purple Haze RockBar, Narayanhiti palace museum, Jawlakhel, Maitidevi Temple, City Centre, Godawari, Garden Of Dreams, Kalikasthan Temple, Royal Nepal Golf Course, Lord Of The Drinks, Kamalpokhari, Indian Embassy, Shankhadhar Park, Nilbarahi, Eyeplex Mall, Durbar Square Patan, Champadevi, Taudaha, Durbarmarg, Bhadrakali Temple, Nagpokhari, Lainchour, Nepal police hospital, Changunarayan Temple, Sherpa Mall, Maya Manor Boutique Hotel, The last resort, Casino Royale, Kapan Gumba, Jame Masjid, National museum, 1Durbar Mall, Buddhanilkantha, Bajrabarahi, Club Platinium, Birendra Park, Nepal mediciti Hospital, Casino place, Freak street, Dhulikhel Zipline, Ratnapark, Pashupatinath Temple, Nagarkot, Civil Mall,,,,,,,,,,,,,,
Champadevi, Maitidevi Temple, Gokarna Golf Course, Central Zoo, National museum, Sukute Beach, Nepal mediciti Hospital, Kasthamandap, Nepal police hospital, Lord Of The Drinks, Jamal, Eyeplex Mall, Birendra Park, Casino place, Lazimpat, Sherpa Mall, Kamladi Ganeshthan Temple, Naxal, Boudhanath Temple, Kapan Gumba, Jame Masjid, Taudaha, Ason, Bajrabarahi, Trisara, Durbarmarg, Ghantaghar, Narayanhiti palace museum, New Baneshwar, Shivapuri, Nagdaha, Military museum, Pashupatinath Temple, Royal Nepal Golf Course, Civil Service Hospital, Tu Teaching Hospital, Embassy of Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhulikhel Zipline, Krishna Mandir, Nepal Pavillion Inn, Casino Mahjong, Chandragiri hills, Freak street, Lainchour, Changunarayan Temple, Kamladi Ganeshthan Temple, Thamel Market, Shivapuri, Durbar Square Patan, Tu Teaching Hospital, Kasthamandap Boutique Hotel, The millionaire's club and casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babar Mahal Villas, Birendra Park, Whoopee land amusement park, Dhulikhel Zipline, Maya Manor Boutique Hotel, Sankha Park, Krishna Mandir, Kasthamandap Boutique Hotel, NewRoad, Jamal, Bhaktapur Durbar Square, Embassy of Germany, Godawari, SiddhaPokhari, RaniPokhari, Indian Embassy, Embassy of Japan, Ason, Kathmandu Durbar Square, Kapan Gumba, Chovar, Sherpa Mall, Sukute Beach, Nagpokhari, Tu Teaching Hospital, Civil Mall, Taudaha, Suryabinayak Ganesh Temple, Maitidevi Temple, Kamladi Ganeshthan Temple, Embassy of Switzerland, Nagdaha, Nepal police hospital, Bhadrakali Temple, British Embassy, Swayambunath Temple, Fulchowki, Military museum, Purple Haze RockBar, The last resort, Casino Royale, Royal Empire Boutique Hotel, Kashmeeree jama masjid, Labim Mall, Nepal Pavillion Inn, Casino place, Chisapani, The millionaire's club and casino, Daman, Jhamshikhel, Lazimpat, US embassy, Tribhuvan Park,,,,,,,,,,,,,,,,,,,,,
Ratnapark, Jhamshikhel, Central Zoo, Gokarna Golf Course, Garden Of Dreams, Nagdaha, Civil Mall, Shankhadhar Park, Chandragiri hills, Taudaha, Trisara, Jamal, Aviation Museum, Indian Embassy, Kathmandu Boutique Hotel, Nepal Pavillion Inn, Thamel Market, Mahadevsthan Temple, New Baneshwar, Dharhara, RaniPokhari, Naya bus park, Ghantaghar, Kamladi Ganeshthan Temple, Kashmeeree jama masjid, Jame Masjid, Maitidevi Temple, Royal Empire Boutique Hotel, Chandragiri Temple, Embassy of Switzerland, Embassy of Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddhanilkantha, New Baneshwar, National history Museum, Sherpa Mall, Embassy of Switzerland, Kathmandu Funpark, Chisapani, Royal Nepal Golf Course, Aviation Museum, Kathmandu Boutique Hotel, Sukute Beach, Kasthamandap Boutique Hotel, Central Zoo, Labim Mall, Daman, Lainchour, Lord Of The Drinks, Boudhanath Temple, Jhamshikhel, Ratnapark, Taudaha, Ason, Shankhadhar Park, Durbarmarg, Nagdaha, Civil Service Hospital, Bhaktapur Durbar Square, Nagarkot, Eyeplex Mall, NewRoad, Maya Manor Boutique Hotel, Whoopee land amusement park, The millionaire's club and casino, Om Hospital, Trisara, Nepal mediciti Hospital, Club Platinium, Freak street, Shivapuri, SiddhaPokhari, Pashupatinath Temple, Pilot Baba Ashram, Club Déjà vu, Birendra Park, Nilbarahi, Durbar Square Patan, Nepal Pavillion Inn, Jamal, Kapan Gumba, US embassy, Dharhara, Casino place, Chovar, Tu Teaching Hospital, Kathmandu Fun Valley, Gokarna Golf Course, Embassy of Germany, Casino Royale, Swayambunath Temple,,,,,,,,,,,,,,,
Kathmandu Boutique Hotel, Maitidevi Temple, Mahadevsthan Temple, Chisapani, 1Durbar Mall, Bhasmashur Danda, Nepal mediciti Hospital, Kathmandu Funpark, Narayanhiti palace museum, Embassy of Germany, Embassy of Japan, Ratnapark, Kathmandu Durbar Square, Daman, Jamal, The millionaire's club and casino, Durbarmarg, US embassy, Maya Manor Boutique Hotel, Suryabinayak Ganesh Temple, Kashmeeree jama masjid, NewRoad, Military museum, Nilbarahi, Jame Masjid, Swayambunath Temple, Godawari, Casino Mahjong, Chovar, Ghantaghar, Jawlakhel, Tribhuvan Internation Airport, New Baneshwar, Thamel Market, Whoopee land amusement park, Kapan Gumba, Kathmandu Fun Valley, Dhulikhel Zipline, Tribhuvan Park, Chandragiri Temple, Ason, Pilot Baba Ashram, Sherpa Mall, Naya bus park, Club Platinium, Boudhanath Temple, Sukute Beach, Casino Royale, National history Museum, Club Déjà vu, Krishna Mandir, Jhamshikhel, Nagarkot, Freak street, Lazimpat, Kamalpokhari, Aviation Museum, Nagdaha, Buddhanilkantha, Trisara, Sankha Park, Champadevi, Indian Embassy, Bhadrakali Temple, Lainchour, Labim Mall,,,,,,,,
Chovar, Royal Nepal Golf Course, Narayanhiti palace museum, Bhaktapur Durbar Square, Taudaha, Kashmeeree jama masjid, Kasthamandap Boutique Hotel, Tribhuvan Park, Embassy of Germany, Central Zoo, Santaneshwor Mahadev, Kamalpokhari, Civil Mall, Nepal Pavillion Inn, Thamel Market, Chandragiri Temple, Naxal, Club Déjà vu, Tu Teaching Hospital, New Baneshwar, Bhadrakali Temple, Royal Empire Boutique Hotel, Nagpokhari, Indian Embassy, Birendra Park, Casino Mahjong, Durbar Square Patan, Nepal police hospital, Champadevi, Club Platinium, Trisara, RaniPokhari, Embassy of Japan, Aviation Museum, Maya Manor Boutique Hotel, Eyeplex Mall, Kathmandu Fun Valley, Nilbarahi, Kalikasthan Temple, Kamladi Ganeshthan Temple, Fulchowki, Nagarkot, Kathmandu Boutique Hotel, Swayambunath Temple, Buddhanilkantha, Godawari, Sherpa Mall, US embassy, National history Museum, Shivapuri, Changunarayan Temple, Ason, Purple Haze RockBar, Arushi Boutique hotel, Pilot Baba Ashram, National museum, Whoopee land amusement park, Casino Royale, Military museum, Boudhanath Temple, The millionaire's club and casino, Embassy of Switzerland, Civil Service Hospital, British Embassy, Bhasmashur Danda, Kathmandu Durbar Square, Maitidevi Temple, Lord Of The Drinks, Dharhara, The last resort, Durbarmarg, Freak street,,
Ason, Sankha Park, Santaneshwor Mahadev, Dhulikhel Zipline, Maya Manor Boutique Hotel, Swayambunath Temple, Tu Teaching Hospital, Bhaktapur Durbar Square, Thamel Market, Casino place, Tribhuvan Internation Airport, Labim Mall, Durbar Square Patan, Purple Haze RockBar, Champadevi, Chandragiri hills, Club Déjà vu, Indian Embassy, Freak street, Dharhara, Jamal, Shankhadhar Park, 1Durbar Mall, Godawari, National history Museum, Birendra Park, Babar Mahal Villas, Royal Empire Boutique Hotel, Nilbarahi, Kamalpokhari, Kapan Gumba, National museum, Bhadrakali Temple, Nepal mediciti Hospital, Kathmandu Boutique Hotel, Kathmandu Fun Valley, Kamladi Ganeshthan Temple, Nagpokhari, Garden Of Dreams, Suryabinayak Ganesh Temple, Kathmandu Durbar Square, Chovar, Jame Masjid, Club Platinium, New Baneshwar, Kasthamandap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Mandir, Taudaha, Jhamshikhel, Santaneshwor Mahadev, British Embassy, Sukute Beach, Boudhanath Temple, Jame Masjid, Ratnapark, Naxal, Aviation Museum, Narayanhiti palace museum, Swayambunath Temple, Naya bus park, Kasthamandap Boutique Hotel, Central Zoo, Lord Of The Drinks, Chisapani, Nepal police hospital, Bajrabarahi, Shivapuri, National museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathmandu Fun Valley, Labim Mall, British Embassy, Sukute Beach, Aviation Museum, Birendra Park, Chovar, Kathmandu Boutique Hotel, Tribhuvan Internation Airport, Naya bus park, Fulchowki, RaniPokhari, Tu Teaching Hospital, Pashupatinath Temple, Chandragiri Temple, Kathmandu Durbar Square, Kalikasthan Temple, Chandragiri hills, Daman, Durbar Square Patan, Taudaha, Nepal mediciti Hospital, Godawari, Trisara, Kashmeeree jama masjid, Casino place, Maitidevi Temple, Boudhanath Temple, Dharhara, Civil Mall, Jawlakhel, Civil Service Hospital, Mahadevsthan Temple, Dhulikhel Zipline, Pilot Baba Ashram, Jame Masjid, Gokarna Golf Course, Changunarayan Temple, Garden Of Dreams, Naxal, Casino Mahjong, Bhaktapur Durbar Square, SiddhaPokhari, Embassy of Switzerland, Nagarkot, Kapan Gumba, Tribhuvan Park, Club Platinium, The last resort, Kathmandu Funpark, Nilbarahi, Whoopee land amusement park, Babar Mahal Villas, Maya Manor Boutique Hotel, Purple Haze RockBar, Lazimpat,,,,,,,,,,,,,,,,,,
Casino place, Maitidevi Temple, Embassy of Germany, Fulchowki, RaniPokhari, Jame Masjid, Casino Royale, Gokarna Golf Course, Swayambunath Temple, Narayanhiti palace museum, The last resort, Kapan Gumba, Civil Mall, Thamel Market, Pilot Baba Ashram, Durbarmarg, Bhasmashur Danda, Whoopee land amusement park, Naxal, Nilbarahi, New Baneshwar, Nepal police hospital, Chisapani, Boudhanath Temple, Lazimpat, Mahadevsthan Temple, Dhulikhel Zipline, Kalikasthan Temple, Civil Service Hospital, Club Platinium, Military museum, Nagpokhari, Shankhadhar Park, Om Hospital, Casino Mahjong, Shivapuri, US embassy, Godawari, Taudaha, Garden Of Dreams, Pashupatinath Temple, Kamalpokhari, British Embassy, Tu Teaching Hospital, Maya Manor Boutique Hotel, Naya bus park, Chandragiri Temple, Club Déjà vu, Bhaktapur Durbar Square, Trisara, Bhadrakali Temple, Labim Mall, Changunarayan Temple, Dharhara, Ratnapark, Royal Empire Boutique Hotel, Tribhuvan Internation Airport, SiddhaPokhari, Durbar Square Patan, NewRoad, Lord Of The Drinks,,,,,,,,,,,,,
Chovar, Changunarayan Temple, Kalikasthan Temple, Lord Of The Drinks, City Centre, Taudaha, Freak street, Kathmandu Durbar Square, Maitidevi Temple, Embassy of Switzerland, Santaneshwor Mahadev, Aviation Museum, Maya Manor Boutique Hotel, NewRoad, Eyeplex Mall, New Baneshwar, Tribhuvan Internation Airport, Nilbarahi, Champadevi, The last resort, Chandragiri hills, Nepal mediciti Hospital, Fulchowki, RaniPokhari, Nepal Pavillion Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal police hospital, Tribhuvan Park, Sherpa Mall, Ratnapark, Nepal mediciti Hospital, Babar Mahal Villas, Trisara, Buddhanilkantha, 1Durbar Mall, Bhaktapur Durbar Square, Ason, Kathmandu Funpark, Shankhadhar Park, Shivapuri, Royal Empire Boutique Hotel, Military museum, Pilot Baba Ashram, Taudaha, Nepal Pavillion Inn, Embassy of Switzerland, Durbarmarg, Labim Mall, Chandragiri Temple, Kamalpokhari, Club Déjà vu, Casino Mahjong, Civil Mall, Nagarkot, Embassy of Germany, Kathmandu Fun Valley, Mahadevsthan Temple, Bajrabarahi, New Baneshwar, City Centre, Dharhara, Lainchour, Jame Masjid, Tu Teaching Hospital, The millionaire's club and casino, Aviation Museum, Jhamshikhel, Maya Manor Boutique Hotel, The last resort, Swayambunath Temple, Kasthamandap, Nilbarahi, Kashmeeree jama masjid, Sankha Park, NewRoad, Royal Nepal Golf Course, Freak street, Jamal, Club Platinium, Champadevi, Naxal, Om Hospital, Krishna Mandir, Bhadrakali Temple, Chisapani, Santaneshwor Mahadev, Suryabinayak Ganesh Temple, Godawari,,,,,,,,,,,,
Trisara, Om Hospital, Tribhuvan Park, Club Platinium, Kathmandu Durbar Square, Bajrabarahi, Fulchowki, Kashmeeree jama masjid, Nepal Pavillion Inn, Ratnapark, Lazimpat, Embassy of Japan, Bhaktapur Durbar Square, New Baneshwar, Maya Manor Boutique Hotel, Nagdaha, Bhadrakali Temple, US embassy, The millionaire's club and casino, Pilot Baba Ashram, Chandragiri Temple, Jhamshikhel, Santaneshwor Mahadev, Embassy of Germany, Birendra Park, Krishna Mandir, Club Déjà vu, City Centre, Bhasmashur Danda, Kasthamandap, Swayambunath Temple, 1Durbar Mall, Casino place, Dhulikhel Zipline, Shankhadhar Park, Kapan Gumba, Central Zoo, Ghantaghar, Lord Of The Drinks, National museum, British Embassy, Boudhanath Temple, Pashupatinath Temple, Kalikasthan Temple, Champadevi, Purple Haze RockBar, Gokarna Golf Course, Jawlakhel, Arushi Boutique hotel, Casino Royale, Narayanhiti palace museum, Naxal, Nagarkot, Kamalpokhari, Civil Mall, Nepal police hospital, Aviation Museum, NewRoad, Thamel Market, Changunarayan Temple, Maitidevi Temple,,,,,,,,,,,,,
Jamal, Garden Of Dreams, Daman, RaniPokhari, Whoopee land amusement park, 1Durbar Mall, Santaneshwor Mahadev, Godawari, Nagdaha, Pashupatinath Temple, Club Platinium, Jame Masjid, Casino Royale, Casino place, Chisapani, US embassy, Buddhanilkantha, NewRoad, Bhadrakali Temple, Ratnapark, Jawlakhel, Shivapuri, Labim Mall, Kamalpokhari, Maitidevi Temple, National museum, Fulchowki, Chovar, Suryabinayak Ganesh Temple, Changunarayan Temple, Taudaha, Maya Manor Boutique Hotel, Club Déjà vu, Ghantaghar, Sherpa Mall, Aviation Museum, Krishna Mandir, Civil Service Hospital, Jhamshikhel, Embassy of Switzerland, Arushi Boutique hotel, Eyeplex Mall, Mahadevsthan Temple, Naya bus park, Bajrabarahi, Trisara, Nepal Pavillion Inn, Kamladi Ganeshthan Temple, Tribhuvan Park, Civil Mall,,,,,,,,,,,,,,,,,,,,,,,,
Bajrabarahi, Boudhanath Temple, National museum, Pashupatinath Temple, Nepal mediciti Hospital, Om Hospital, Casino Mahjong, Aviation Museum, Kalikasthan Temple, Jamal, Taudaha, The last resort, Arushi Boutique hotel, Kashmeeree jama masjid, Kathmandu Funpark, Club Déjà vu, Kamladi Ganeshthan Temple, Dharhara, Royal Nepal Golf Course, Nagarkot, Lord Of The Drinks, Narayanhiti palace museum, Santaneshwor Mahadev, Naya bus park, Kapan Gumba, Shankhadhar Park, Central Zoo, Casino Royale, Godawari, Ason, New Baneshwar, Purple Haze RockBar, Jawlakhel, Suryabinayak Ganesh Temple, Gokarna Golf Course, Bhasmashur Danda, Jame Masjid, Labim Mall, Civil Mall, The millionaire's club and casino, RaniPokhari, Mahadevsthan Temple, Military museum, Durbarmarg, Bhadrakali Temple, Swayambunath Temple, SiddhaPokhari, Nagdaha, Sukute Beach, US embassy, Tu Teaching Hospital, British Embassy, Nepal Pavillion Inn, Nagpokhari,,,,,,,,,,,,,,,,,,,,
Casino place, Indian Embassy, Dhulikhel Zipline, Nagpokhari, Ghantaghar, Kamladi Ganeshthan Temple, Bhadrakali Temple, Jamal, Whoopee land amusement park, New Baneshwar, Maya Manor Boutique Hotel, Club Déjà vu, Civil Mall, Lazimpat, Shankhadhar Park, Changunarayan Temple, Jame Masjid, Labim Mall, Casino Mahjong, Shivapuri, Bhaktapur Durbar Square, Sherpa Mall, Lord Of The Drinks, Thamel Market, Taudaha, Garden Of Dreams, Kalikasthan Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military museum, Kashmeeree jama masjid, Kapan Gumba, Tribhuvan Park, Swayambunath Temple, Narayanhiti palace museum, Club Déjà vu, Arushi Boutique hotel, Ghantaghar, 1Durbar Mall, Lord Of The Drinks, Naya bus park, Gokarna Golf Course, Kalikasthan Temple, City Centre, The millionaire's club and casino, Central Zoo, Kamalpokhari, Lazimpat, Jhamshikhel, Nepal police hospital, Pilot Baba Ashram, Krishna Mandir, Civil Service Hospital, Sherpa Mall, Nagarkot, NewRoad, Tribhuvan Internation Airport, Jamal, Garden Of Dreams, Jawlakhel, Tu Teaching Hospital, Civil Mall, Casino Mahjong, Pashupatinath Temple, National museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasthamandap, Ratnapark, Fulchowki, Royal Nepal Golf Course, Maya Manor Boutique Hotel, Bhasmashur Danda, Shankhadhar Park, Nagdaha, Tribhuvan Internation Airport, Kashmeeree jama masjid, Freak street, Kapan Gumba, Sherpa Mall, Central Zoo, US embassy, City Centre, The millionaire's club and casino, Jamal, Thamel Market, Arushi Boutique hotel, New Baneshwar, Embassy of Switzerland, Garden Of Dreams, Casino place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazimpat, Casino Mahjong, Jhamshikhel, Civil Mall, Kalikasthan Temple, Kathmandu Durbar Square, Narayanhiti palace museum, Whoopee land amusement park, Santaneshwor Mahadev, The last resort, Suryabinayak Ganesh Temple, Chandragiri hills, Ghantaghar, Thamel Market, Kasthamandap, Ason, Jame Masjid, Nagdaha, Nagarkot, Royal Empire Boutique Hotel, Godawari, The millionaire's club and casino, Mahadevsthan Temple, Shankhadhar Park, Kathmandu Boutique Hotel, 1Durbar Mall, Buddhanilkantha, Daman, Shivapuri, Lainchour, Fulchowki, Changunarayan Temple, Kashmeeree jama masjid, Kathmandu Fun Valley, Purple Haze RockBar, Embassy of Germany, Sukute Beach, US embassy, Bajrabarahi, Eyeplex Mall, RaniPokhari, Club Platinium, Sankha Park, British Embassy, Swayambunath Temple, Taudaha, Chandragiri Temple, Champadevi, Maitidevi Temple, National museum, Nepal mediciti Hospital, Dharhara,,,,,,,,,,,,,,,,,,,,,,
Whoopee land amusement park, Jame Masjid, Sukute Beach, Kathmandu Funpark, The millionaire's club and casino, Buddhanilkantha, Kashmeeree jama masjid, Maya Manor Boutique Hotel, Nagarkot, Pilot Baba Ashram, Tribhuvan Internation Airport, Club Platinium, Champadevi, Military museum, Bhaktapur Durbar Square, Changunarayan Temple, Indian Embassy, Kathmandu Boutique Hotel, Dhulikhel Zipline, Kalikasthan Temple, RaniPokhari, Purple Haze RockBar, Durbar Square Patan, Nilbarahi, Kathmandu Durbar Square, Freak street, Embassy of Germany, Civil Mall, Chandragiri Temple, Shankhadhar Park, Ason, Jhamshikhel, Bhadrakali Temple, Sankha Park, Boudhanath Temple, Jamal, Tribhuvan Park, Nagdaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
